origine,destination,first_open_delta_median,first_open_delta_p25,first_open_delta_p75,n_departure_dates
AEROPORT ROISSY CDG 2 TGV,GRENOBLE,29,29,29,3
AEROPORT ROISSY CDG 2 TGV,LYON ST EXUPERY TGV.,29,29,29,3
LYON ST EXUPERY TGV.,GRENOBLE,29,11,29,336
MARNE LA VALLEE CHESSY,GRENOBLE,29,29,29,3
MARNE LA VALLEE CHESSY,LYON ST EXUPERY TGV.,29,29,29,3
PARIS (intramuros),GRENOBLE,29,19,29,292
PARIS (intramuros),LYON ST EXUPERY TGV.,29,16,29,300
