origine,destination,first_open_delta_median,first_open_delta_p25,first_open_delta_p75,n_departure_dates
GRENOBLE,AEROPORT ROISSY CDG 2 TGV,14,7,22,2
GRENOBLE,LYON ST EXUPERY TGV.,29,17,29,272
GRENOBLE,MARNE LA VALLEE CHESSY,29,26,29,3
GRENOBLE,PARIS (intramuros),29,24,29,254
LYON ST EXUPERY TGV.,AEROPORT ROISSY CDG 2 TGV,14,7,22,2
LYON ST EXUPERY TGV.,MARNE LA VALLEE CHESSY,29,26,29,3
LYON ST EXUPERY TGV.,PARIS (intramuros),29,21,29,255
